Respondent_Serial,SM_GPID,Pre_Post,yyyymmdd,WEEK,SEX,AGEBANDS,Region,Region2,SEG,Brand_pref,Brand_loyal,Brand_dif,TOM_01,TotalUnaided_01,Familiarity_01,Aided_01,Tried_01,MostOften_01,BoughtLast_01,Consideration_01,Consideration_TopBox_01,Consideration_T2B_01,KPIA_01,KPIB_01,KPIC_01,KPID_01,KPIE_01,KPIF_01,KPIH_01,KPII_01,KPIJ_01,COMAW_01,Emotional_01,Uniqueness_01,Rational_01,Leadership_01,Premiumness_01,Cost_01,VarietyFamiliarity_01,VarietyPI_01,VarietyPerception_01,MC1,MC2,MC2P,MC2B,MC2N,WOM1,WOM2,WOM2P,WOM2B,WOM2N,EX1,EX2,EX2P,EX2B,EX2N,COOKIES_FREQ,feddistr,Regular_Buyers_Brand1,MostOften_BBW,Regular_BBW,Trial_BBW,Prompted_BBW,Consideration_Top1_BBW,BB_regular_buyers,Noodle_frequent_buyers,Noodle_Eaters,tv_fr,onl_fr,tv_onl,bloger,ex2pbp,wom2pbp,mc2pbp,wave,wave1
100768,01143b35-d3b8-4ee1-b0de-88c7df02c7ba,1,20230703,202327,2,2,3,2,3,2,0,3,0,0,5,1,1,0,0,3,0,1,0,1,0,1,1,1,0,1,1,0,7,4,7,9,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,1,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,1
100770,1bfffdc9-d2db-480f-b2f0-220fbabab6cb,1,20230703,202327,2,2,3,2,6,1,2,4,0,0,4,1,1,0,0,2,0,0,1,1,1,0,0,1,0,1,1,1,9,8,7,8,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,6,0,0,0,0,0,0,2,2,2,11,0,0,0,0,0,0,1,1
100771,943852b8-a3a8-4df1-8791-ecc599c8150c,1,20230703,202327,2,2,2,1,5,2,0,4,0,0,5,1,1,0,0,3,0,1,1,1,1,0,0,1,0,0,1,0,9,8,9,10,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,2,1,0,0,0,1,0,1,2,2,20,0,0,0,1,0,0,1,1
100776,8754f0ba-d90c-4b84-ac1f-2dc7cfebbf81,1,20230703,202327,2,2,3,2,6,2,0,3,1,1,6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,10,11,2,4,4,4,0,0,0,0,0,1,4,1,0,0,1,4,1,0,0,0,4,1,0,0,1,1,0,1,1,1,24,1,25,0,1,1,0,1,1
100778,eb303201-065f-49a5-a0e5-4873427f3446,1,20230703,202327,1,2,3,2,5,2,0,4,0,1,5,1,1,0,0,3,0,1,1,1,1,1,1,1,1,1,1,1,10,10,10,9,10,2,5,5,4,-1,0,0,0,0,1,4,1,0,0,1,4,1,0,0,0,8,1,0,1,1,1,1,1,1,1,10,4,14,0,1,1,0,1,1
100779,5ccb05a9-2daf-484a-9944-bf49ba2d9411,1,20230703,202327,2,2,3,2,5,1,2,3,0,1,4,1,1,0,0,3,0,1,0,0,1,0,0,1,0,0,0,0,6,7,7,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,1,1
100782,fdd72518-9136-41c4-af6b-9cfa8c29816b,1,20230703,202327,2,2,3,2,3,1,2,3,0,1,2,1,0,0,0,2,0,0,1,0,0,1,1,1,0,1,1,1,6,5,6,8,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,2,2,1,15,0,0,0,0,0,0,1,1
100783,ca9a91f1-7ff2-4f60-be5b-38b2e94bbe8b,1,20230703,202327,2,2,3,2,3,3,0,3,1,1,5,1,1,0,0,3,0,1,1,0,1,0,1,1,0,0,0,0,7,7,6,8,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,7,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1
100784,a2f470c4-1dd0-4520-9406-c48d62977260,1,20230703,202327,1,2,3,2,4,3,0,2,0,0,4,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,9,9,10,10,9,3,2,0,0,-1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,4,0,0,0,0,1,0,2,1,1,29,0,0,0,1,0,0,1,1
100785,aaf2bdc3-73e7-48d5-ba18-6b96aee5a8d3,1,20230703,202327,1,2,3,2,4,2,0,3,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1
100786,18cd862a-01a6-4dc9-bdf7-1c863237f050,1,20230703,202327,1,2,3,2,5,1,3,4,0,1,5,1,1,0,0,3,0,1,0,1,1,0,1,1,0,1,1,1,10,11,10,11,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,9,1,0,0,0,1,0,1,2,2,21,0,0,0,1,0,0,1,1
100787,1f6b4527-d7d9-4ade-9148-e41ab434fef1,1,20230703,202327,2,2,3,2,3,2,0,4,0,0,4,1,1,0,0,2,0,0,1,0,0,1,0,1,0,0,1,1,9,9,9,9,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,8,0,0,0,0,1,0,2,2,1,0,0,0,0,1,0,0,1,1
100789,5e7bd71a-13af-4e9e-97fb-4f88db5a3c9d,1,20230703,202327,2,2,3,2,4,2,0,3,0,0,5,1,1,0,0,3,0,1,1,1,1,1,0,0,1,0,0,0,11,6,10,6,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,6,1,0,0,0,1,0,1,1,2,10,0,0,0,1,0,0,1,1
100791,ad6e7eca-5825-48cb-aff5-569675b8fb7f,1,20230703,202327,2,2,3,2,4,2,0,4,0,1,5,1,1,0,0,3,0,1,1,1,1,1,0,1,1,1,1,0,9,10,7,10,6,1,4,4,4,0,0,0,0,0,1,4,1,0,0,1,4,1,0,0,0,4,1,0,0,1,1,0,1,1,1,2,4,6,0,1,1,0,1,1
100793,459fda63-cea0-4c89-806f-6019c328a3d3,1,20230703,202327,2,2,3,2,3,1,3,3,0,0,4,1,1,0,0,3,0,1,1,1,1,1,0,1,0,1,1,1,10,7,8,8,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,4,0,0,0,0,0,0,2,1,2,11,0,0,0,0,0,0,1,1
100794,773dda97-9f07-4594-861c-51510a5c60ea,1,20230703,202327,2,2,3,2,3,2,0,2,0,0,6,1,1,1,0,3,0,1,1,1,1,0,1,1,0,1,1,0,10,11,10,11,11,2,4,3,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,9,1,0,0,1,1,0,1,2,2,0,0,0,0,1,0,0,1,1
100795,66c9281d-8fb1-490b-befd-e04b00547b54,1,20230703,202327,2,2,3,2,2,2,0,3,0,0,5,1,1,0,1,4,1,1,1,1,1,1,1,1,1,1,1,1,6,8,10,8,10,2,4,3,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,4,1,0,0,1,1,0,1,2,2,13,0,0,0,1,0,0,1,1
100796,c4e4e7d2-b69c-4810-81ff-6a021d1582ad,1,20230703,202327,2,2,2,1,4,1,2,2,0,0,4,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,2,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,1,1
100798,5cda503c-945d-4fff-96c2-4c80a98f867e,1,20230703,202327,1,2,3,2,3,1,1,4,0,0,3,1,0,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,11,11,3,4,5,4,1,4,1,0,0,1,4,1,0,0,1,4,1,0,0,0,5,0,0,0,1,1,1,2,1,1,0,1,0,0,1,1,1,1,1
100801,048e1da1-5219-406d-92dc-eb15ba69b39e,1,20230703,202327,2,2,1,1,4,2,0,3,1,1,5,1,1,0,1,3,0,1,1,1,1,1,1,1,1,1,1,1,10,9,9,9,9,2,4,4,4,0,0,0,0,0,1,4,1,0,0,1,4,1,0,0,0,1,1,0,0,1,1,0,1,2,1,15,2,17,0,1,1,0,1,1
100803,3565ac8a-4cb7-48ca-b49f-e47e61f11d7e,1,20230703,202327,2,2,3,2,5,2,0,4,0,0,5,1,1,0,0,3,0,1,1,1,1,1,1,1,1,1,0,1,11,11,11,11,10,2,5,5,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,7,1,0,1,1,1,1,1,1,1,23,4,27,0,1,0,0,1,1
100805,1acee7d3-8c6b-4d6f-9124-88cd9a3bb805,1,20230703,202327,2,2,3,2,4,1,2,3,0,1,6,1,1,1,1,4,1,1,1,1,1,0,0,1,1,1,1,0,11,8,11,9,9,2,4,3,2,0,0,0,0,0,1,4,1,0,0,1,4,1,0,0,0,8,1,0,0,1,1,0,1,1,1,3,1,4,0,1,1,0,1,1
100808,35694e94-8c8d-438e-a3f6-a9438133241f,1,20230703,202327,2,1,3,2,3,2,0,4,0,0,5,1,1,0,1,3,0,1,1,1,1,0,1,1,1,1,0,1,10,9,9,7,10,2,6,5,4,1,4,1,0,0,0,0,0,0,0,1,3,0,1,0,0,7,1,1,1,1,1,1,1,1,2,0,0,0,0,1,0,1,1,1
100810,b5ebee2a-e4fb-40f0-8438-2f7174ff7918,1,20230703,202327,2,2,1,1,3,2,0,3,0,1,5,1,1,0,0,3,0,1,1,1,1,0,0,1,1,0,1,0,10,10,11,10,10,1,4,4,4,-1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,1,0,0,1,1,0,1,2,1,18,0,0,0,1,0,0,1,1
100811,ec5f5598-327f-4bcf-8774-58400a782e7c,1,20230703,202327,1,2,3,2,2,1,1,4,0,0,4,1,1,0,0,3,0,1,1,0,0,1,1,0,0,1,0,0,10,8,10,8,8,1,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,2,1,1,19,0,0,0,0,0,0,1,1
100812,265f1804-8856-4a4f-8e75-9dfef6e64a90,1,20230703,202327,2,2,3,2,4,1,2,2,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,1
100813,787ceb44-c3df-4f37-a253-a9a44b2ea987,1,20230703,202327,2,2,3,2,4,2,0,2,0,1,5,1,1,0,1,3,0,1,1,1,1,1,1,1,1,1,1,1,10,8,10,11,9,2,4,4,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,7,1,0,0,1,1,0,1,1,2,19,0,0,0,1,0,0,1,1
100814,be526f04-32ab-4606-a10a-3b25f0e0a0a5,1,20230703,202327,1,2,3,2,5,2,0,3,0,1,5,1,1,0,1,3,0,1,1,1,1,0,1,1,1,0,1,0,10,11,10,11,11,1,4,2,2,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,2,8,1,0,0,1,1,0,1,1,1,16,6,20,0,1,0,0,1,1
100815,9fe903ee-fbd6-4d29-9779-22451a708502,1,20230703,202327,2,2,3,2,3,1,1,4,0,0,4,1,1,0,0,2,0,0,1,1,1,1,1,1,0,1,1,1,6,8,8,8,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,2,1,2,14,0,0,0,0,0,0,1,1
100816,49777427-8540-41be-bb62-52f1c0e03cd9,1,20230703,202327,2,1,3,2,3,2,0,3,0,1,5,1,1,0,0,3,0,1,0,1,1,1,0,0,1,1,0,0,10,8,7,7,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,4,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1
100819,fb7d372d-f994-466f-88ca-fcb753d04144,1,20230703,202327,2,2,1,1,4,2,0,3,0,1,5,1,1,0,0,3,0,1,1,1,1,1,0,1,1,1,0,0,10,5,11,3,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,1,0,0,0,1,0,1,2,2,7,0,0,0,1,0,0,1,1
100821,cd9a5614-60bd-4a6d-b1e1-c9bd61bda58b,1,20230703,202327,1,2,3,2,4,2,0,3,0,1,6,1,1,1,0,3,0,1,1,1,1,1,1,1,1,1,1,1,11,9,11,9,11,2,1,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,4,1,0,0,0,0,0,1,1,1,17,0,0,0,0,0,0,1,1
100824,05e196b6-aabc-4843-a513-09e5be5c4f54,1,20230703,202327,1,2,3,2,4,2,0,2,0,1,4,1,1,0,0,3,0,1,1,1,1,0,0,1,0,0,1,0,7,7,6,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,6,0,0,0,0,1,0,2,1,1,0,0,0,0,1,0,0,1,1
100827,131490f3-b0fc-4d61-9238-542eb957d8c6,1,20230703,202327,2,2,3,2,3,3,0,3,0,0,5,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,6,8,10,9,7,1,2,0,0,-1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,9,1,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,1,1
100830,d4fe90bd-4546-403f-9290-8a57f0434925,1,20230703,202327,1,2,3,2,5,2,0,3,0,1,6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,0,0,10,10,10,10,10,2,5,5,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,4,1,0,1,1,1,1,1,2,2,0,0,0,0,1,0,0,1,1
100833,1b238073-3125-467c-82ec-90dd0988e91f,1,20230703,202327,1,2,3,2,6,2,0,2,0,0,4,1,1,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,6,6,6,6,6,2,4,3,2,-1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,4,0,0,0,1,1,0,2,2,1,40,2,42,0,1,0,0,1,1
100834,f5e042d9-eedc-4c77-8e4b-c9eccf171f23,1,20230703,202327,2,1,3,2,5,2,0,4,0,0,6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,0,11,11,11,11,11,3,5,5,4,-1,0,0,0,0,1,4,1,0,0,1,4,1,0,0,0,4,1,0,1,1,1,1,1,1,1,14,2,16,0,1,1,0,1,1
100836,73a1178e-539a-452c-9d55-0716c094ff69,1,20230703,202327,2,2,3,2,3,1,2,4,0,1,4,1,1,0,0,3,0,1,1,0,1,0,0,0,0,0,1,0,10,11,9,7,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,7,0,0,0,0,0,0,2,2,2,8,0,0,0,1,0,0,1,1
100838,3850fb1a-b912-4741-b26e-6c000c3a196f,1,20230703,202327,2,1,3,2,5,2,0,2,0,0,4,1,1,0,0,2,0,0,0,1,0,1,0,1,0,1,0,0,6,7,7,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,9,0,0,0,0,1,0,2,2,1,0,0,0,0,1,0,0,1,1
100840,b9c77f45-83c7-45f2-a2fd-4f10d80ae255,1,20230703,202327,2,1,1,1,2,1,2,3,0,0,3,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,9,1,10,6,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,1
100841,1cfd20ee-e929-44a7-b420-ae32b95dc182,1,20230703,202327,1,1,3,2,3,1,1,4,0,0,5,1,1,0,1,3,0,1,1,1,0,1,1,1,1,1,1,1,6,5,7,7,9,2,4,4,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,4,1,0,0,1,1,0,1,2,2,0,0,0,0,1,0,0,1,1
100842,aafecf49-c3de-43c3-8e8c-e750a5a6ae96,1,20230703,202327,1,2,3,2,4,1,1,3,0,0,6,1,1,1,1,4,1,1,0,0,0,0,1,1,0,0,1,1,11,11,11,11,7,2,4,5,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,8,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1
100843,13885689-c688-4241-a4b4-2447c0e5e697,1,20230703,202327,1,2,1,1,5,3,0,3,0,0,5,1,1,0,0,3,0,1,1,1,1,1,1,1,1,1,1,0,10,11,11,8,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,1,0,0,0,0,0,1,1,1,2,0,0,0,1,0,0,1,1
100844,2cb2c291-51c6-4cfc-927f-dada359fac37,1,20230703,202327,2,1,3,2,3,1,3,2,0,0,2,1,0,0,0,3,0,1,1,1,0,1,1,1,0,1,1,1,8,9,7,9,11,3,6,5,4,1,4,1,0,0,0,0,0,0,0,1,4,1,0,0,0,4,0,1,1,1,1,1,2,2,1,108,0,0,0,1,0,1,1,1
100845,886ca872-43d6-4adf-8f84-498d89cb6cb3,1,20230703,202327,2,2,1,1,4,2,0,2,0,1,6,1,1,1,0,4,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,11,10,3,2,0,0,0,0,0,0,0,1,4,1,0,0,1,4,1,0,0,0,1,1,0,0,0,1,0,1,1,2,0,2,0,0,1,1,0,1,1
100846,73e5700c-598b-41eb-b055-9072b9233526,1,20230703,202327,2,1,3,2,4,2,0,3,0,0,2,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,6,8,6,8,9,2,3,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,2,2,2,18,0,0,0,0,0,0,1,1
100848,eee1f4b3-2c01-4dcc-bda1-22a2285d65a7,1,20230703,202327,2,1,1,1,6,3,0,3,1,1,3,1,0,0,0,3,0,1,0,1,1,1,0,1,1,1,0,0,6,7,11,7,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,1,1
100851,a0b96122-ecdd-4828-97bf-56312baaffa1,1,20230703,202327,1,2,2,1,3,2,0,2,0,1,5,1,1,0,0,3,0,1,0,1,0,0,0,1,1,1,0,0,10,8,8,10,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,2,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1
100853,03a95e15-a303-4f42-8fbd-f5591c8851f8,1,20230703,202327,1,2,3,2,4,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,0,1,0,2,2,2,0,1,0,0,0,0,0,1,1
100856,05443536-90e5-4ea6-a771-9bce7cf1080c,1,20230703,202327,1,2,1,1,4,3,0,3,0,0,4,1,1,0,0,3,0,1,1,1,1,1,1,1,1,1,1,1,10,4,11,11,11,1,3,0,0,0,0,0,0,0,1,4,1,0,0,1,4,1,0,0,0,1,0,0,0,0,1,0,2,1,1,26,4,30,0,1,1,0,1,1
100857,0ada5302-a69d-4bac-b688-4ecc1f4a9ae8,1,20230703,202327,2,2,3,2,3,3,0,3,0,0,3,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,6,8,6,9,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,2,2,2,12,0,0,0,0,0,0,1,1
100859,7bb672dd-c3b0-4e0d-9f28-b690351d7a4d,1,20230703,202327,1,2,3,2,4,2,0,2,0,0,2,1,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,6,6,6,4,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,6,0,0,0,0,0,0,2,2,2,18,0,0,0,1,0,0,1,1
100860,73c5fe11-0f04-4c78-863a-d866b282afc3,1,20230703,202327,1,2,3,2,3,1,2,3,0,1,5,1,1,0,0,4,1,1,1,1,1,1,0,1,1,1,1,1,11,9,8,11,7,3,3,0,0,-1,0,0,0,0,-1,0,0,0,0,1,4,1,0,0,0,4,1,0,0,0,1,0,1,2,2,0,0,0,0,1,0,0,1,1
100861,6ba0759d-c4e8-4878-85c3-9ea5f5101439,1,20230703,202327,2,1,3,2,6,2,0,2,0,0,3,1,0,0,0,3,0,1,0,0,0,1,0,1,0,1,1,1,10,1,9,11,11,1,4,3,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,1,1,0,2,2,1,15,1,16,0,0,0,0,1,1
100862,9b17bd1e-b741-4b1d-8456-f4f2b8fc1da6,1,20230703,202327,1,2,3,2,4,1,3,3,0,1,6,1,1,1,0,4,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,1,3,0,0,0,0,0,0,0,-1,0,0,0,0,1,4,1,0,0,0,7,1,0,0,0,1,0,1,1,1,24,1,25,0,1,0,0,1,1
100865,,1,20230703,202327,1,2,3,2,4,2,0,1,0,1,5,1,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,10,10,10,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,9,1,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,1,1
100866,db908cc2-d4e6-45e8-86ed-e81c5e75914d,1,20230703,202327,1,2,3,2,4,2,0,3,0,0,4,1,1,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,8,10,8,9,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,4,0,0,0,0,1,0,2,1,2,1,0,0,0,1,0,0,1,1
100867,5c2c7b28-7694-404b-811d-80aa8b471ad9,1,20230703,202327,1,2,3,2,3,1,1,4,0,0,4,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,10,10,9,9,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,1,1
100868,4c8fdbd7-1912-4ac3-a692-a8346874a664,1,20230703,202327,1,2,3,2,5,1,2,4,0,0,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,8,7,8,7,8,1,4,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,1,1,0,2,1,2,23,0,0,0,0,0,0,1,1
100869,19b6d241-ad37-434f-80ce-db70d73f608f,1,20230703,202327,1,2,3,2,3,2,0,3,0,0,5,1,1,0,0,3,0,1,1,1,1,1,0,1,1,1,1,0,9,11,11,11,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,3,1,0,0,0,1,0,1,2,1,3,0,0,0,1,0,0,1,1
100870,0c5b89b6-4d10-421e-9755-25401c488441,1,20230703,202327,2,2,3,2,4,2,0,3,0,0,4,1,1,0,0,3,0,1,0,0,0,0,1,1,0,1,1,0,6,6,6,8,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,8,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,1
100871,55b1938a-faee-4b1a-9ee9-f8b8d4aa7722,1,20230703,202327,2,2,3,2,3,2,0,3,0,1,5,1,1,0,0,3,0,1,1,0,1,1,0,1,1,1,1,1,10,8,9,6,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,8,1,0,0,0,1,0,1,2,1,0,0,0,0,1,0,0,1,1
100873,ccc76e96-6312-4233-bd24-c1fdd97f0a5e,1,20230703,202327,2,1,3,2,4,3,0,3,0,1,3,1,0,0,0,3,0,1,1,0,1,1,1,1,0,1,1,1,7,10,10,11,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,4,0,0,0,0,1,0,2,2,2,27,0,0,0,1,0,0,1,1
100877,cfe48170-3afb-4599-9359-48e8ef7e76b4,1,20230703,202327,2,1,3,2,3,1,1,4,0,0,5,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,10,10,10,10,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,8,1,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,1,1
100878,a0892af0-6b5e-4f7f-bba0-5f8324ef4c4d,1,20230703,202327,2,1,3,2,4,2,0,3,1,1,6,1,1,1,1,4,1,1,0,0,0,1,1,1,1,0,1,0,11,11,11,11,11,3,4,5,4,0,0,0,0,0,1,4,1,0,0,1,4,1,0,0,0,4,1,0,0,1,1,1,1,1,2,0,0,0,0,1,1,0,1,1
100879,ff276779-a227-4776-a0ca-1ef467a162a9,1,20230703,202327,1,2,3,2,5,3,0,4,0,1,5,1,1,0,1,4,1,1,1,1,0,1,1,0,0,1,0,1,11,10,11,11,8,2,5,5,4,1,4,1,0,0,1,4,1,0,0,1,4,1,0,0,0,4,1,0,1,1,1,1,1,1,1,109,4,113,0,1,1,1,1,1
100880,88a37876-0c6c-4f09-a7b3-a94d6fdf5ce9,1,20230703,202327,1,2,3,2,5,2,0,3,1,1,6,1,1,1,0,4,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,8,8,1,4,5,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,4,1,0,0,1,1,1,1,1,1,47,4,51,0,1,0,0,1,1
100881,fe284fbc-2a6b-4515-9945-7f5a9733d104,1,20230703,202327,2,1,3,2,4,1,3,3,0,0,4,1,1,0,0,3,0,1,0,1,1,0,1,0,0,1,0,0,8,8,7,6,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,4,0,0,0,0,1,0,2,2,2,9,0,0,0,1,0,0,1,1
100882,2a19cd3b-347c-4f1f-bb99-a5f4e01438cb,1,20230703,202327,1,2,3,2,3,2,0,3,0,1,5,1,1,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,11,10,10,9,10,2,6,5,4,-1,0,0,0,0,1,4,1,0,0,1,4,1,0,0,0,7,1,1,1,1,1,1,1,2,2,18,0,0,0,1,1,0,1,1
100883,b2158fae-29a8-401e-b125-249bc2cb64ac,1,20230703,202327,2,1,3,2,2,3,0,3,0,0,6,1,1,1,1,4,1,1,0,1,0,1,0,1,1,1,0,0,9,6,9,8,7,2,1,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,4,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
100884,70e13fe1-ce08-4efa-92f1-ce168b304148,1,20230703,202327,1,2,1,1,4,3,0,3,0,0,4,1,1,0,1,3,0,1,1,1,1,1,1,1,1,1,1,1,9,11,8,11,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,0,0,0,0,1,0,2,2,2,17,3,20,0,1,0,0,1,1
100887,71483730-778f-4bdc-8093-4ab037eba9e2,1,20230703,202327,2,1,3,2,0,2,0,3,0,1,6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,11,11,10,11,9,3,4,4,4,0,0,0,0,0,1,4,1,0,0,1,4,1,0,0,0,9,1,0,0,1,1,0,1,2,2,0,0,0,0,1,1,0,1,1
100888,a28de27e-ae7d-42c2-9295-f110456bcf56,1,20230703,202327,2,1,3,2,4,2,0,3,0,0,4,1,1,0,0,3,0,1,1,0,0,1,0,0,0,0,1,0,9,6,6,7,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,8,0,0,0,0,0,0,2,2,2,4,0,0,0,1,0,0,1,1
